num_agents,skill_type,network,cooperation_proportion
300,S,1,0.21021021021021022
300,S,1,0.20371900826446282
300,S,1,0
300,S,1,0.263249348392702
300,S,1,0.24649859943977592
300,S,1,0.4301675977653631
300,S,1,0.027472527472527472
300,S,1,0.5604395604395604
300,S,1,0.20522388059701493
300,S,1,0.05150214592274678
300,S,1,0
300,S,1,0
300,S,1,0
300,S,1,0
300,br2,1,0
300,br2,1,0.27929788332472893
300,br2,1,0.14341957255343082
300,br2,1,0.2964636035105834
300,br2,1,0.21885042695803875
300,br2,1,0.28098248386671937
300,br2,1,0.2505552308591467
300,br2,1,0.2603606547636731
300,br2,1,0.1927775902801215
300,br2,1,0.32106708513142407
300,br2,1,0.22610000938174313
300,br2,1,0.25369035358736697
300,br2,1,0.2867054610564011
300,br2,1,0.3191970105153385
300,br2,1,0.3119751166407465
300,br2,1,0.2509637625289129
300,br2,1,0.3274788440044707
300,br2,1,0.168394777265745
300,br2,1,0.28718535469107553
300,br2,1,0.3080368906455863
300,br2,1,0.2035225048923679
300,br2,1,0.4571883711668658
300,br2,1,0.4423326133909287
300,br2,1,0.2803261977573904
300,br2,1,0.311178247734139
300,br2,1,0.14036363636363636
300,br2,1,0
300,br2,1,0.5450980392156862
300,br2,1,0.38235294117647056
300,br2,1,0.293241695303551
300,manipulator-gf,1,1
300,manipulator-gf,1,1
300,manipulator-gf,1,1
300,manipulator-gf,1,1
300,manipulator-gf,1,1
300,manipulator-gf,1,1
300,manipulator-gf,1,1
300,manipulator-gf,1,1
300,manipulator-gf,1,1
300,manipulator-gf,1,1
300,manipulator-gf,1,1
300,manipulator-gf,1,1
300,manipulator-gf,1,1
300,manipulator-gf,1,1
300,manipulator-gf,1,1
300,manipulator-gf,1,1
300,manipulator-gf,1,1
300,manipulator-gf,1,1
300,manipulator-gf,1,1
300,manipulator-gf,1,1
300,manipulator-gf,1,1
300,manipulator-gf,1,1
300,manipulator-gf,1,1
300,manipulator-gf,1,1
300,manipulator-gf,1,1
300,manipulator-gf,1,1
300,manipulator-gf,1,1
300,manipulator-gf,1,1
300,manipulator-gf,1,1
300,manipulator-gf,1,1
300,eeew_simp,1,1
300,eeew_simp,1,0.15440041173443128
300,eeew_simp,1,0.1801065043742868
300,eeew_simp,1,0.20059269015475797
300,eeew_simp,1,0.22216166130702567
300,eeew_simp,1,0.15628164187241997
300,eeew_simp,1,0.22304141114862536
300,eeew_simp,1,0.21180321230935348
300,eeew_simp,1,0.16537721251462428
300,eeew_simp,1,0.11908296943231442
300,eeew_simp,1,0.18009122928575552
300,eeew_simp,1,0.176145817576766
